Species,Genus,Host_Species,Host_Genus,Host_Family
Therioaphis riehmi,Therioaphis,Medicago NA,Medicago,Fabaceae
Therioaphis riehmi,Therioaphis,Medicago orbicularis,Medicago,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus altissimus,Melilotus,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus italicus,Melilotus,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus officinalis,Melilotus,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus segetalis,Melilotus,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus suaveolens,Melilotus,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus sulcatus,Melilotus,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus wolgicus,Melilotus,Fabaceae
Therioaphis riehmi,Therioaphis,Trigonella anguina,Trigonella,Fabaceae
Therioaphis riehmi,Therioaphis,Trigonella caerulea,Trigonella,Fabaceae
Therioaphis riehmi,Therioaphis,Trigonella foenum-graecum,Trigonella,Fabaceae
Therioaphis riehmi,Therioaphis,Melilotus officinalis,Melilotus,Leguminosae
Therioaphis riehmi,Therioaphis,Melilotus ,Melilotus,Leguminosae
Therioaphis riehmi,Therioaphis,Medicago sativa,Medicago,Leguminosae
Therioaphis riehmi,Therioaphis,Caragana ,Caragana,Leguminosae
Therioaphis riehmi,Therioaphis,Trifolium ,Trifolium,Leguminosae
Therioaphis riehmi,Therioaphis,Melilotus albus,Melilotus,Leguminosae
Therioaphis riehmi,Therioaphis,Melilotus indicus,Melilotus,Leguminosae
Therioaphis riehmi,Therioaphis,Medicago ,Medicago,Leguminosae
Therioaphis riehmi,Therioaphis,Lysimachia ,Lysimachia,Primulaceae
Therioaphis subalba,Therioaphis,Lotus NA,Lotus,Fabaceae
Therioaphis subalba,Therioaphis,Melilotus suaveolens,Melilotus,Fabaceae
Therioaphis tenera,Therioaphis,Caragana arborescens,Caragana,Fabaceae
Therioaphis tenera,Therioaphis,Caragana boisii,Caragana,Fabaceae
Therioaphis tenera,Therioaphis,Caragana caragana,Caragana,Fabaceae
Therioaphis tenera,Therioaphis,Caragana decorticans,Caragana,Fabaceae
Therioaphis tenera,Therioaphis,Caragana jubata,Caragana,Fabaceae
Therioaphis tenera,Therioaphis,Caragana pleiophylla,Caragana,Fabaceae
Therioaphis tenera,Therioaphis,Caragana arborescens,Caragana,Leguminosae
Therioaphis tenera,Therioaphis,Caragana ,Caragana,Leguminosae
Therioaphis trifolii,Therioaphis,Phania matricarioides,Phania,Asteraceae
Therioaphis trifolii,Therioaphis,Ostrya virginiana,Ostrya,Betulaceae
Therioaphis trifolii,Therioaphis,Carex ,Carex,Cyperaceae
Therioaphis trifolii,Therioaphis,Alhagi maurorum,Alhagi,Fabaceae
Therioaphis trifolii,Therioaphis,Astracantha granatensis,Astracantha,Fabaceae
Therioaphis trifolii,Therioaphis,Astracantha sicula,Astracantha,Fabaceae
Therioaphis trifolii,Therioaphis,Astragalus cicer,Astragalus,Fabaceae
Therioaphis trifolii,Therioaphis,Astragalus monspessulanus,Astragalus,Fabaceae
Therioaphis trifolii,Therioaphis,Astragalus sempervirens,Astragalus,Fabaceae
Therioaphis trifolii,Therioaphis,Medicago arabica,Medicago,Fabaceae
Therioaphis trifolii,Therioaphis,Medicago glomerata,Medicago,Fabaceae
Therioaphis trifolii,Therioaphis,Medicago medicaginoides,Medicago,Fabaceae
Therioaphis trifolii,Therioaphis,Medicago prostrata,Medicago,Fabaceae
Therioaphis trifolii,Therioaphis,Medicago rigidula,Medicago,Fabaceae
Therioaphis trifolii,Therioaphis,Medicago sativa,Medicago,Fabaceae
Therioaphis trifolii,Therioaphis,Melilotus suaveolens,Melilotus,Fabaceae
Therioaphis trifolii,Therioaphis,Onobrychis viciifolia,Onobrychis,Fabaceae
Therioaphis trifolii,Therioaphis,Ononis natrix,Ononis,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium alexandrinum,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium aureum,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium cherleri,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium dubium,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium hybridum,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium incarnatum,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium lupinaster,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium repens,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trifolium resupinatum,Trifolium,Fabaceae
Therioaphis trifolii,Therioaphis,Trigonella foenum-graecum,Trigonella,Fabaceae
Therioaphis trifolii,Therioaphis,Vallisneria spiralis,Vallisneria,Hydrocharitaceae
Therioaphis trifolii,Therioaphis,Medicago sativa,Medicago,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium microcephalum,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium ,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Medicago lupulina,Medicago,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium &,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium pratense,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium dubium,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Melilotus officinalis,Melilotus,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium campestre,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Medicago ,Medicago,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium repens,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Melilotus ,Melilotus,Leguminosae
Therioaphis trifolii,Therioaphis,Melilotus indicus,Melilotus,Leguminosae
Therioaphis trifolii,Therioaphis,Trifolium arvense,Trifolium,Leguminosae
Therioaphis trifolii,Therioaphis,Plantago lanceolata,Plantago,Plantaginaceae
Therioaphis trifolii,Therioaphis,Persicaria lapathifolia,Persicaria,Polygonaceae
Therioaphis trifolii,Therioaphis,Reseda complicata,Reseda,Resedaceae
Therioaphis trifolii,Therioaphis,Fragaria ,Fragaria,Rosaceae
Therioaphis trifolii,Therioaphis,Nicotiana tabacum,Nicotiana,Solanaceae
Therioaphis trifolii,Therioaphis,Solanum tuberosum,Solanum,Solanaceae
Thoracaphis kashifoliae,Thoracaphis,Phoebe NA,Phoebe,Lauraceae
Thoracaphis linderae,Thoracaphis,Lindera praecox,Lindera,Lauraceae
Thoracaphis linderae,Thoracaphis,Lindera triloba,Lindera,Lauraceae
Thoracaphis linderae,Thoracaphis,Lindera umbellata,Lindera,Lauraceae
Thoracaphis,Thoracaphis,Quercus ilex,Quercus,Fagaceae
Thripsaphis ballii,Thripsaphis,Carex hyalinolepis,Carex,Cyperaceae
Thripsaphis ballii,Thripsaphis,Carex melanostachya,Carex,Cyperaceae
Thripsaphis ballii,Thripsaphis,Carex nebraskensis,Carex,Cyperaceae
Thripsaphis ballii,Thripsaphis,Carex recta,Carex,Cyperaceae
Thripsaphis ballii,Thripsaphis,Carex wahuensis,Carex,Cyperaceae
Thripsaphis ballii,Thripsaphis,Schoenoplectus americanus,Schoenoplectus,Cyperaceae
Thripsaphis ballii,Thripsaphis,Carex ,Carex,Cyperaceae
Thripsaphis ballii,Thripsaphis,Scirpus ,Scirpus,Cyperaceae
Thripsaphis ballii,Thripsaphis,Carex riparia,Carex,Cyperaceae
Thripsaphis ballii,Thripsaphis, ,,Juncaceae
Thripsaphis ballii,Thripsaphis, ,,Poaceae
Thripsaphis ballii,Thripsaphis,Agrostis capillaris,Agrostis,Poaceae
Thripsaphis brevicornis,Thripsaphis,Carex elata,Carex,Cyperaceae
Thripsaphis caespitosae,Thripsaphis,Helichrysum NA,Helichrysum,Asteraceae
Thripsaphis caespitosae,Thripsaphis,Carex melanostachya,Carex,Cyperaceae
Thripsaphis caespitosae,Thripsaphis,Carex wahuensis,Carex,Cyperaceae
Thripsaphis caricis,Thripsaphis,Carex meyeriana,Carex,Cyperaceae
Thripsaphis caricis,Thripsaphis,Carex ,Carex,Cyperaceae
Thripsaphis cyperi,Thripsaphis,Juncus articulatus,Juncus,Juncaceae
Thripsaphis producta,Thripsaphis,Carex salina,Carex,Cyperaceae
Thripsaphis producta,Thripsaphis,Carex nebraskensis,Carex,Cyperaceae
Thripsaphis unciniae,Thripsaphis,Uncinia NA,Uncinia,Cyperaceae
Thripsaphis verrucosa,Thripsaphis,Juncus compressus,Juncus,Juncaceae
Tiliaphis coreana,Tiliaphis,Tilia mandshurica,Tilia,Malvaceae
Tiliaphis coreana,Tiliaphis,Tilia tuan,Tilia,Malvaceae
Tiliaphis pseudoshinae,Tiliaphis,Tilia NA,Tilia,Malvaceae
Tiliaphis shinae,Tiliaphis,Tilia cordata,Tilia,Malvaceae
Tiliaphis shinae,Tiliaphis,Tilia insularis,Tilia,Malvaceae
Tiliaphis shinae,Tiliaphis,Tilia japonica,Tilia,Malvaceae
Tiliaphis shinae,Tiliaphis,Tilia mandshurica,Tilia,Malvaceae
Tiliaphis shinae,Tiliaphis,Tilia maximowicziana,Tilia,Malvaceae
Tiliaphis shinae,Tiliaphis,Tilia miqueliana,Tilia,Malvaceae
Tiliaphis shinae,Tiliaphis,Tilia tuan,Tilia,Malvaceae
Tiliaphis shinjii,Tiliaphis,Tilia insularis,Tilia,Malvaceae
Tiliaphis shinjii,Tiliaphis,Tilia japonica,Tilia,Malvaceae
Tiliphagus lycoposugus,Tiliphagus,Lycopus virginicus,Lycopus,Lamiaceae
Tiliphagus lycoposugus,Tiliphagus,Lycopus americanus,Lycopus,Lamiaceae
Tiliphagus lycoposugus,Tiliphagus,Tilia americana,Tilia,Malvaceae
Tinocallis dalbergicola,Tinocallis,Dalbergia hancei,Dalbergia,Fabaceae
Tinocallis himalayensis,Tinocallis,Peltophorum pterocarpum,Peltophorum,Fabaceae
Tinocallis insularis,Tinocallis,Pterocarya pterocarpa,Pterocarya,Juglandaceae
Tinocallis insularis,Tinocallis,Magnolia NA,Magnolia,Magnoliaceae
Tinocallis insularis,Tinocallis,Sapindus saponaria,Sapindus,Sapindaceae
Tinocallis platani,Tinocallis,Ulmus americana,Ulmus,Ulmaceae
Tinocallis platani,Tinocallis,Ulmus glabra,Ulmus,Ulmaceae
Tinocallis platani,Tinocallis,Ulmus ,Ulmus,Ulmaceae
Tinocallis platani,Tinocallis,Ulmus thomasii,Ulmus,Ulmaceae
Tinocallis sophorae,Tinocallis,Styphnolobium japonicum,Styphnolobium,Fabaceae
Tinocallis takachihoensis,Tinocallis,Hemiptelea davidii,Hemiptelea,Ulmaceae
Tinocallis ulmicola,Tinocallis,Alnus serrulatoides,Alnus,Betulaceae
Tinocallis ulmifolii,Tinocallis,Vincetoxicum rossicum,Vincetoxicum,Apocynaceae
Tinocallis ulmifolii,Tinocallis,Impatiens ,Impatiens,Balsaminaceae
Tinocallis ulmifolii,Tinocallis,Betula ,Betula,Betulaceae
Tinocallis ulmifolii,Tinocallis,Alnus ,Alnus,Betulaceae
Tinocallis ulmifolii,Tinocallis,Arabis ,Arabis,Brassicaceae
Tinocallis ulmifolii,Tinocallis,Helianthus maximiliani,Helianthus,Compositae
Tinocallis ulmifolii,Tinocallis,Dahlia ,Dahlia,Compositae
Tinocallis ulmifolii,Tinocallis,Zinnia ,Zinnia,Compositae
Tinocallis ulmifolii,Tinocallis,Lactuca serriola,Lactuca,Compositae
Tinocallis ulmifolii,Tinocallis,Bidens frondosa,Bidens,Compositae
Tinocallis ulmifolii,Tinocallis,Leucanthemum vulgare,Leucanthemum,Compositae
Tinocallis ulmifolii,Tinocallis,Cornus ,Cornus,Cornaceae
Tinocallis ulmifolii,Tinocallis,Carex ,Carex,Cyperaceae
Tinocallis ulmifolii,Tinocallis,Quercus alba,Quercus,Fagaceae
Tinocallis ulmifolii,Tinocallis,Hamamelis ,Hamamelis,Hamamelidaceae
Tinocallis ulmifolii,Tinocallis,Caragana ,Caragana,Leguminosae
Tinocallis ulmifolii,Tinocallis,Cercis canadensis,Cercis,Leguminosae
Tinocallis ulmifolii,Tinocallis,Tilia ,Tilia,Malvaceae
Tinocallis ulmifolii,Tinocallis,Matteuccia struthiopteris,Matteuccia,Onocleaceae
Tinocallis ulmifolii,Tinocallis,Macleaya cordata,Macleaya,Papaveraceae
Tinocallis ulmifolii,Tinocallis, ,,Poaceae
Tinocallis ulmifolii,Tinocallis, ,,Polygonaceae
Tinocallis ulmifolii,Tinocallis,Delphinium ,Delphinium,Ranunculaceae
Tinocallis ulmifolii,Tinocallis,Rhamnus cathartica,Rhamnus,Rhamnaceae
Tinocallis ulmifolii,Tinocallis,Crataegus ,Crataegus,Rosaceae
Tinocallis ulmifolii,Tinocallis,Populus trichocarpa,Populus,Salicaceae
Tinocallis ulmifolii,Tinocallis,Acer saccharinum,Acer,Sapindaceae
Tinocallis ulmifolii,Tinocallis,Solanum tuberosum,Solanum,Solanaceae
Tinocallis ulmifolii,Tinocallis,Ulmus americana,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Ulmus ,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Ulmus thomasii,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Ulmus pumila,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Ulmus carpinicola,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Ulmus glabra,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Ulmus alata,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Ulmus rubra,Ulmus,Ulmaceae
Tinocallis ulmifolii,Tinocallis,Parthenocissus inserta,Parthenocissus,Vitaceae
Tinocallis ulmiparvifoliae,Tinocallis,Alnus rubra,Alnus,Betulaceae
Tinocallis ulmiparvifoliae,Tinocallis,Ulmus glabra,Ulmus,Ulmaceae
Tinocallis ulmiparvifoliae,Tinocallis,Ulmus parvifolia,Ulmus,Ulmaceae
Tinocallis zelkowae,Tinocallis,Zelkova serrata,Zelkova,Ulmaceae
Tinocalloides montanus,Tinocalloides,Ardisia NA,Ardisia,Primulaceae
Titanosiphon artemisiae,Titanosiphon,Artemisia incana,Artemisia,Asteraceae
Titanosiphon chondrillae,Titanosiphon,Chondrilla NA,Chondrilla,Asteraceae
Titanosiphon dracunculi,Titanosiphon,Artemisia NA,Artemisia,Asteraceae
Titanosiphon dracunculi,Titanosiphon,Artemisia dracunculus,Artemisia,Asteraceae
Titanosiphon dracunculi,Titanosiphon,Centaurea NA,Centaurea,Asteraceae
Titanosiphon neoartemisiae,Titanosiphon,Artemisia dracunculus,Artemisia,Asteraceae
Toxoptera aurantii,Toxoptera,Pleiogynium solandri,Pleiogynium,Anacardiaceae
Toxoptera aurantii,Toxoptera,Harpephyllum caffrum,Harpephyllum,Anacardiaceae
Toxoptera aurantii,Toxoptera,Rhodosphaera rhodanthema,Rhodosphaera,Anacardiaceae
Toxoptera aurantii,Toxoptera,Strophanthus divaricatus,Strophanthus,Apocynaceae
Toxoptera aurantii,Toxoptera,Trachelospermum jasminoides,Trachelospermum,Apocynaceae
Toxoptera aurantii,Toxoptera,Ilex vomitoria,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex ciliolata,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex opaca,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex franchetiana,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex perado,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex liukiuensis,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex centrochinensis,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex cassine,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex cornuta,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex aquifolium,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex rotunda,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex pernyi,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Ilex latifolia,Ilex,Aquifoliaceae
Toxoptera aurantii,Toxoptera,Schefflera pueckleri,Schefflera,Araliaceae
Toxoptera aurantii,Toxoptera,Cordyline fruticosa,Cordyline,Asparagaceae
Toxoptera aurantii,Toxoptera,Jacaranda mimosifolia,Jacaranda,Bignoniaceae
Toxoptera aurantii,Toxoptera,Dolichandra unguis-cati,Dolichandra,Bignoniaceae
Toxoptera aurantii,Toxoptera,Euonymus americanus,Euonymus,Celastraceae
Toxoptera aurantii,Toxoptera,Maytenus boaria,Maytenus,Celastraceae
Toxoptera aurantii,Toxoptera,Croton congestus,Croton,Euphorbiaceae
Toxoptera aurantii,Toxoptera,Hypericum inordorum,Hypericum,Hypericaceae
Toxoptera aurantii,Toxoptera,Senna multiglandulosa,Senna,Leguminosae
Toxoptera aurantii,Toxoptera,Brachychiton australis,Brachychiton,Malvaceae
Toxoptera aurantii,Toxoptera,Ficus benjamina,Ficus,Moraceae
Toxoptera aurantii,Toxoptera,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae
Toxoptera aurantii,Toxoptera,Syzygium jambos,Syzygium,Myrtaceae
Toxoptera aurantii,Toxoptera,Syringa vulgaris,Syringa,Oleaceae
Toxoptera aurantii,Toxoptera,Cleyera japonica,Cleyera,Pentaphylacaceae
Toxoptera aurantii,Toxoptera,Bischofia javanica,Bischofia,Phyllanthaceae
Toxoptera aurantii,Toxoptera,Pittosporum daphniphylloides,Pittosporum,Pittosporaceae
Toxoptera aurantii,Toxoptera,Pittosporum phillyraeoides,Pittosporum,Pittosporaceae
Toxoptera aurantii,Toxoptera,Pittosporum moluccanum,Pittosporum,Pittosporaceae
Toxoptera aurantii,Toxoptera,Pittosporum napaulense,Pittosporum,Pittosporaceae
Toxoptera aurantii,Toxoptera,Pittosporum tobira,Pittosporum,Pittosporaceae
Toxoptera aurantii,Toxoptera,Pittosporum undulatum,Pittosporum,Pittosporaceae
Toxoptera aurantii,Toxoptera,Myrsine africana,Myrsine,Primulaceae
Toxoptera aurantii,Toxoptera,Maesa lanceolata,Maesa,Primulaceae
Toxoptera aurantii,Toxoptera,Myrsine semiserrata,Myrsine,Primulaceae
Toxoptera aurantii,Toxoptera,Macadamia ternifolia,Macadamia,Proteaceae
Toxoptera aurantii,Toxoptera,Rhamnus palaestina,Rhamnus,Rhamnaceae
Toxoptera aurantii,Toxoptera,Psychotria nervosa,Psychotria,Rubiaceae
Toxoptera aurantii,Toxoptera,Gardenia thunbergia,Gardenia,Rubiaceae
Toxoptera aurantii,Toxoptera,Citrus aurantium,Citrus,Rutaceae
Toxoptera aurantii,Toxoptera,Citrus aurantiifolia,Citrus,Rutaceae
Toxoptera aurantii,Toxoptera,Murraya paniculata,Murraya,Rutaceae
Toxoptera aurantii,Toxoptera,Zanthoxylum flavum,Zanthoxylum,Rutaceae
Toxoptera aurantii,Toxoptera,Citrus sinensis,Citrus,Rutaceae
Toxoptera aurantii,Toxoptera,Oncoba spinosa,Oncoba,Salicaceae
Toxoptera aurantii,Toxoptera,Scolopia crenata,Scolopia,Salicaceae
Toxoptera aurantii,Toxoptera,Dovyalis abyssinica,Dovyalis,Salicaceae
Toxoptera aurantii,Toxoptera,Pterostyrax corymbosus,Pterostyrax,Styracaceae
Toxoptera aurantii,Toxoptera,Camellia japonica,Camellia,Theaceae
Toxoptera aurantii,Toxoptera,Gordonia lasianthus,Gordonia,Theaceae
Toxoptera aurantii,Toxoptera,Camellia sinensis,Camellia,Theaceae
Toxoptera aurantii,Toxoptera,Camellia saluenensis,Camellia,Theaceae
Toxoptera aurantii,Toxoptera,Camellia reticulata,Camellia,Theaceae
Toxoptera aurantii,Toxoptera,Camellia sasanqua,Camellia,Theaceae
Toxoptera,Toxoptera,Clematis henryi,Clematis,Ranunculaceae
Trama afghanica,Trama,Euphorbia NA,Euphorbia,Euphorbiaceae
Trama antennata,Trama,Rumex NA,Rumex,Polygonaceae
Trama baroni,Trama,Carduus NA,Carduus,Asteraceae
Trama caudata,Trama,Carduus pycnocephalus,Carduus,Asteraceae
Trama caudata,Trama,Carthamus NA,Carthamus,Asteraceae
Trama caudata,Trama,Centaurea iberica,Centaurea,Asteraceae
Trama caudata,Trama,Leontodon autumnalis,Leontodon,Asteraceae
Trama caudata,Trama,Taraxacum syriacum,Taraxacum,Asteraceae
Trama centaureae,Trama,Centaurea stoebe,Centaurea,Asteraceae
Trama euphorbiae,Trama,Euphorbia tirucalli,Euphorbia,Euphorbiaceae
Trama kulinitschae,Trama,Ferula NA,Ferula,Apiaceae
Trama mordvilkoi,Trama,Arctium lappa,Arctium,Asteraceae
Trama penecaeca,Trama,Helianthus annuus,Helianthus,Asteraceae
Trama rara,Trama,Cichorium NA,Cichorium,Asteraceae
Trama rara,Trama,Helianthus annuus,Helianthus,Asteraceae
Trama rara,Trama,Betula papyrifera,Betula,Betulaceae
Trama rara,Trama,Hesperis ,Hesperis,Brassicaceae
Trama rara,Trama,Taraxacum campylodes,Taraxacum,Compositae
Trama rara,Trama,Taraxacum ,Taraxacum,Compositae
Trama rara,Trama,Sonchus ,Sonchus,Compositae
Trama rara,Trama,Hieracium scabrum,Hieracium,Compositae
Trama rara,Trama,Cichorium intybus,Cichorium,Compositae
Trama rara,Trama,Taraxacum sp,Taraxacum,Compositae
Trama rara,Trama,Poa ,Poa,Poaceae
Trama troglodytes,Trama,Achillea ptarmica,Achillea,Asteraceae
Trama troglodytes,Trama,Anthemis NA,Anthemis,Asteraceae
Trama troglodytes,Trama,Arctium lappa,Arctium,Asteraceae
Trama troglodytes,Trama,Artemisia absinthium,Artemisia,Asteraceae
Trama troglodytes,Trama,Carduus NA,Carduus,Asteraceae
Trama troglodytes,Trama,Centaurea jacea,Centaurea,Asteraceae
Trama troglodytes,Trama,Centaurea macroptilon,Centaurea,Asteraceae
Trama troglodytes,Trama,Centaurea nigra,Centaurea,Asteraceae
Trama troglodytes,Trama,Centaurea stoebe,Centaurea,Asteraceae
Trama troglodytes,Trama,Cirsium acaulon,Cirsium,Asteraceae
Trama troglodytes,Trama,Cynara cardunculus,Cynara,Asteraceae
Trama troglodytes,Trama,Cynara scolymus,Cynara,Asteraceae
Trama troglodytes,Trama,Doronicum orientale,Doronicum,Asteraceae
Trama troglodytes,Trama,Helenium autumnale,Helenium,Asteraceae
Trama troglodytes,Trama,Helianthus annuus,Helianthus,Asteraceae
Trama troglodytes,Trama,Leontodon autumnalis,Leontodon,Asteraceae
Trama troglodytes,Trama,Leucanthemum NA,Leucanthemum,Asteraceae
Trama troglodytes,Trama,Leucanthemum vulgare,Leucanthemum,Asteraceae
Trama troglodytes,Trama,Matricaria chamomilla,Matricaria,Asteraceae
Trama troglodytes,Trama,Rudbeckia NA,Rudbeckia,Asteraceae
Trama troglodytes,Trama,Silybum marianum,Silybum,Asteraceae
Trama troglodytes,Trama,Tanacetum NA,Tanacetum,Asteraceae
Trama troglodytes,Trama,Taraxacum tadshicorum,Taraxacum,Asteraceae
Trama troglodytes,Trama,Tragopogon pratensis,Tragopogon,Asteraceae
Trama troglodytes,Trama,Tripleurospermum NA,Tripleurospermum,Asteraceae
Trama troglodytes,Trama,Xanthium strumarium,Xanthium,Asteraceae
Trama troglodytes,Trama,Cytisus scoparius,Cytisus,Fabaceae
Tricaudatus polygoni,Tricaudatus,Aconogonon coriarium,Aconogonon,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Aconogonon weyrichii,Aconogonon,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Bistorta amplexicaulis,Bistorta,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Bistorta elliptica,Bistorta,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Bistorta vivipara,Bistorta,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Persicaria salicifolia,Persicaria,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Persicaria wallichii,Persicaria,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Rumex hastatus,Rumex,Polygonaceae
Tricaudatus polygoni,Tricaudatus,Potentilla polyphylla,Potentilla,Rosaceae
Tricaudatus polygoni,Tricaudatus,Spiraea baldshuanica,Spiraea,Rosaceae
Tricaudatus polygoni,Tricaudatus,Spiraea flexuosa,Spiraea,Rosaceae
Tricaudatus polygoni,Tricaudatus,Spiraea media,Spiraea,Rosaceae
Trichaitophorus aceris,Trichaitophorus,Rhododendron NA,Rhododendron,Ericaceae
